latitude,longitude,correlation,p_value,count,significant
-72.5,-174.5,0.9289135717116099,2.91208084257963e-36,82,True
-72.5,-164.5,0.9682659997500185,1.9368910348082548e-38,63,True
-72.5,-154.5,0.9434565716490648,7.06962251705533e-33,67,True
-72.5,-144.5,0.9349051206763768,3.154844415629647e-28,61,True
-72.5,-134.5,-0.012123483322447011,0.9474936484150371,32,False
-72.5,-124.5,-0.8582779826443243,0.00017356322964646442,13,True
-72.5,-114.5,0.9938852636735221,1.110125853258427e-18,20,True
-72.5,-104.5,-0.2059585147632535,0.37042129928736167,21,False
-72.5,-94.5,-0.15874830118676658,0.41078292579241965,29,False
-72.5,-84.5,0.6518739063692952,0.0018436534731961244,20,True
-72.5,-44.5,0.9918426461635275,3.4183582054034906e-11,13,True
-72.5,-34.5,0.9459020843394694,1.2905765729259119e-24,49,True
-72.5,-24.5,0.9511135079836439,5.913287604748044e-20,38,True
-72.5,-14.5,0.7217558281356471,4.625383133726415e-07,37,True
-72.5,-4.5,0.4625419584074941,0.06155290089421169,17,False
-72.5,5.5,-0.041774188805388496,0.9029386923622824,11,False
-72.5,15.5,0.8293240104525067,0.0030049022324590627,10,True
-72.5,25.5,-0.031478313726293644,0.9312093792783618,10,False
-72.5,165.5,-0.26572103015583964,0.18951504579311126,26,False
-72.5,175.5,0.7314972386442917,8.792932963690367e-15,81,True
-62.5,-174.5,-0.9121667841474883,9.512960061468033e-40,100,True
-62.5,-164.5,-0.8500476551740107,1.2336215181412407e-27,95,True
-62.5,-154.5,-0.7474416717718524,1.150212977970565e-17,92,True
-62.5,-144.5,-0.8615080898123109,4.023942634873731e-29,95,True
-62.5,-134.5,-0.7748584734904194,7.857368986492759e-21,98,True
-62.5,-124.5,-0.7344276542245272,5.1257675670834886e-18,99,True
-62.5,-114.5,-0.4706606257513536,7.752961040243195e-07,100,True
-62.5,-104.5,-0.4427214558543492,3.9835429857038865e-06,100,True
-62.5,-94.5,-0.5491276415383648,3.302941661774075e-09,100,True
-62.5,-84.5,-0.5228293373061539,2.4038465404881387e-08,100,True
-62.5,-74.5,-0.6507671524997847,7.119993122839145e-13,96,True
-62.5,-64.5,-0.6610913323503851,3.5038818362856034e-10,71,True
-62.5,-54.5,-0.1407822330349951,0.37996941285267416,41,False
-62.5,-44.5,-0.43563525658738506,2.473339316321079e-05,87,True
-62.5,-34.5,-0.4200812394523733,5.658491321795376e-05,86,True
-62.5,-24.5,-0.6556082160591101,1.743581689203232e-11,83,True
-62.5,-14.5,-0.7036682199416991,5.101134069369571e-10,59,True
