latitude,longitude,correlation,p_value,count,significant
-70.5,-174.5,0.8914476804596847,2.2340636034554025e-24,68,True
-70.5,-164.5,0.5982651264616506,7.132492527267547e-08,68,True
-70.5,-154.5,0.6603642364598975,8.267261261304068e-12,84,True
-70.5,-144.5,0.934480190568005,9.946855691584464e-37,80,True
-70.5,-134.5,0.8923593704369182,3.325360828535034e-18,50,True
-70.5,-124.5,0.5660584310624981,0.0007331770007658756,32,True
-70.5,-114.5,0.7588033370884247,1.9874015872833577e-07,34,True
-70.5,-104.5,0.5482154870203898,0.00020680929803409457,41,True
-70.5,-94.5,0.9266084283576246,9.75905490915108e-21,47,True
-70.5,-84.5,0.7587912370644079,5.266655542915007e-08,37,True
-70.5,-74.5,0.9254764869842069,1.0288249994002396e-07,17,True
-70.5,-44.5,0.5826366307323183,0.001140598398481317,28,True
-70.5,-34.5,0.39430027425368086,0.003483798957540405,53,True
-70.5,-24.5,0.7492837319989725,7.148880521427073e-11,54,True
-70.5,-14.5,0.715224018564228,3.7032401188140768e-09,51,True
-70.5,-4.5,0.5196678378339019,0.004594043793821944,28,True
-70.5,5.5,0.25578954074458976,0.18047808355538922,29,False
-70.5,15.5,0.878754861314033,1.6569524985013445e-09,27,True
-70.5,25.5,0.8670641198117226,2.0556585727884697e-08,25,True
-70.5,35.5,0.6425124360606186,0.004033544013808528,18,True
-70.5,45.5,0.758579305097774,0.010974546731720377,10,True
-70.5,65.5,0.5981174220040597,0.1560179138813996,7,False
-70.5,75.5,0.5306168206823983,0.14163590585072866,9,False
-70.5,165.5,0.879429612951787,7.415594221786988e-11,31,True
-70.5,175.5,0.8509636168644862,2.707152287849065e-17,58,True
-60.5,-174.5,-0.7061745037031419,2.2781219816989964e-16,100,True
-60.5,-164.5,-0.5897401636549727,1.0755483923698987e-10,100,True
-60.5,-154.5,0.161954247113924,0.11491959071295306,96,False
-60.5,-144.5,0.3632659842500733,0.0002750423245836283,96,True
-60.5,-134.5,-0.7513650094915572,2.1581723491296703e-19,100,True
-60.5,-124.5,-0.8868581183683661,1.2444096514436078e-34,100,True
-60.5,-114.5,-0.9411735430006986,5.691242229190798e-48,100,True
-60.5,-104.5,-0.975315673418204,4.272513898946765e-66,100,True
-60.5,-94.5,-0.9687216789430255,3.987454018224199e-61,100,True
-60.5,-84.5,-0.9693664165028242,1.4593014170836006e-61,100,True
-60.5,-74.5,-0.9376880655608834,2.5395010687340687e-46,99,True
-60.5,-64.5,-0.8575710891676206,1.770020147046024e-22,74,True
-60.5,-54.5,-0.18962711852353298,0.1577172624677389,57,False
-60.5,-44.5,0.9041707188742207,8.947672208263268e-33,86,True
-60.5,-34.5,0.9492742841304387,1.661213283930475e-47,93,True
-60.5,-24.5,0.9340097123749156,2.070570650543723e-38,84,True
-60.5,-14.5,0.9753833178493683,1.941431023917282e-40,61,True
-60.5,-4.5,0.9455250366512156,1.268821172465343e-46,94,True
-60.5,5.5,0.857592371786489,3.826014024928169e-27,90,True
-60.5,15.5,0.8929626592717094,3.617843628123527e-23,64,True
-60.5,25.5,0.89188012284074,5.430606452092903e-30,84,True
-60.5,35.5,0.9748329718454471,7.723595655131221e-58,88,True
-60.5,45.5,0.9780923416756611,7.143669562272892e-53,77,True
-60.5,55.5,0.9613037830104278,2.6634344597748497e-53,94,True
-60.5,65.5,0.9462559290696998,2.3073019239854592e-48,97,True
-60.5,75.5,0.9630168015977532,3.4784845604987114e-50,87,True
-60.5,85.5,0.9480827688388525,1.4715400762008783e-47,94,True
-60.5,95.5,0.9747249997520188,1.7147910948724922e-54,83,True
-60.5,105.5,0.9692009682071405,3.1477066655608653e-49,80,True
-60.5,115.5,0.9596146913229161,2.9874072744800846e-50,90,True
-60.5,125.5,0.7172080323993113,1.2761076188535476e-15,91,True
-60.5,135.5,0.051009667645116066,0.6429166623651718,85,False
-60.5,145.5,0.7245029214006592,1.5369544204444453e-16,94,True
-60.5,155.5,0.6448996261904065,4.444879906556258e-13,100,True
-60.5,165.5,-0.4939670462687195,1.76372148892404e-07,100,True
-60.5,175.5,-0.7120591701639214,2.0342553649882803e-16,98,True
-50.5,-174.5,-0.9365331090521118,1.7258170155226754e-45,98,True
-50.5,-164.5,-0.9442668236570366,4.347219320790404e-49,100,True
-50.5,-154.5,-0.9652652355659656,6.242317053285982e-59,100,True
-50.5,-144.5,-0.9774549839930542,5.292008044004962e-68,100,True
-50.5,-134.5,-0.9824171425671502,3.052860577431297e-73,100,True
-50.5,-124.5,-0.9200871536073036,1.1260198012503635e-41,100,True
-50.5,-114.5,-0.9797815711258034,2.6901617255375397e-70,100,True
-50.5,-104.5,-0.956843119480576,2.1265490306805827e-54,100,True
-50.5,-94.5,-0.6017522689826018,8.919694500425703e-11,96,True
-50.5,-84.5,0.09792614990957527,0.33995518514679507,97,False
-50.5,-74.5,0.047204419334703915,0.7665788335884071,42,False
-50.5,-64.5,-0.9976570400499405,8.22776119735532e-06,6,True
-50.5,-54.5,-0.8554608395056107,1.5647456376873455e-20,68,True
-50.5,-44.5,-0.8920964679462412,6.872597158120421e-35,98,True
-50.5,-34.5,-0.6816451298865331,7.478857921889676e-14,92,True
-50.5,-24.5,-0.2989933001784285,0.0025128818735903357,100,True
-50.5,-14.5,-0.6759778107530883,1.1955703045238564e-14,100,True
-50.5,-4.5,-0.24506150687923972,0.016107709861985047,96,True
-50.5,5.5,-0.2149638761707881,0.033532671010909815,98,True
-50.5,15.5,-0.2561854180506883,0.010089927460040596,100,True
-50.5,25.5,-0.4152075119143833,1.743400280903312e-05,100,True
-50.5,35.5,-0.8221990859997809,1.0095908891471785e-25,100,True
-50.5,45.5,-0.7212099410156462,3.79580739166955e-17,99,True
